APP NAME,ERROR TYPE,CREATION DATE TIME,FAULT SEVERITY,ERROR COUNT,COMPANY,USER IMPACT,BUSINESS FUNCTION,REVENUE IMPACT,RESPONSE TIME
App-p-inventory-wms-v1,INPUT:BAD_REQUEST,9/20/24,P3,1,Company C,181,HR,Low,1351
App-orderstatus-v1,APIKIT:BAD_REQUEST,9/20/24,P2,1,Company A,618,Sales,High,1319
App-orderstatus-v1,MULE:ANY,9/20/24,P2,1,Company C,711,Finance,Medium,347
App-orderstatus-v1,MULE:EXPRESSION,9/20/24,P2,1,Company C,386,HR,Medium,37
App-orderstatus-v1,MULE:ANY,9/20/24,P2,1,Company A,618,IT,Medium,512
App-orderstatus-v1,MULE:EXPRESSION,9/20/24,P2,1,Company A,792,IT,High,849
App-orderstatus-v1,,9/20/24,P2,1,Company C,772,Support,High,535
App-orderstatus-v1,MULE:EXPRESSION,9/20/24,P2,1,Company B,108,HR,Medium,910
App-p-inventory-wms-v1,INPUT:BAD_REQUEST,9/20/24,P3,1,Company D,531,Support,Medium,773
App-delqteline-v1,HTTP:BAD_REQUEST,9/20/24,P3,1,Company A,410,Support,High,664
App-grp-c-s-delqteline-ogsi-v1,HTTP:TIMEOUT,9/20/24,P1,1,Company D,971,Finance,Medium,1042
App-orderstatus-v1,MULE:ANY,9/20/24,P2,1,Company B,296,Sales,Low,27
App-orderstatus-v1,MULE:EXPRESSION,9/20/24,P2,1,Company B,818,IT,High,536
App-salesorder-v1,HTTP:BAD_REQUEST,9/20/24,P3,1,Company B,171,IT,Medium,1053
App-s-salesorder-wms-v1,INPUT:BAD_REQUEST,9/20/24,P3,1,Company A,331,Sales,Low,1008
App-orderstatus-v1,MULE:ANY,9/20/24,P2,1,Company B,493,IT,High,658
App-orderstatus-v1,MULE:EXPRESSION,9/20/24,P2,1,Company A,195,Sales,High,640
App-salesorder-v1,HTTP:BAD_REQUEST,9/20/24,P3,1,Company B,12,HR,Low,1141
App-s-salesorder-wms-v1,INPUT:BAD_REQUEST,9/20/24,P3,1,Company D,195,Finance,High,1156
App-salesorder-v1,HTTP:BAD_REQUEST,9/20/24,P3,1,Company D,490,Finance,Medium,1313
App-s-salesorder-wms-v1,INPUT:BAD_REQUEST,9/20/24,P3,1,Company C,795,Finance,High,1260
App-salesorder-v1,HTTP:BAD_REQUEST,9/20/24,P3,1,Company D,881,Sales,Medium,42
App-s-salesorder-wms-v1,INPUT:BAD_REQUEST,9/20/24,P3,1,Company C,182,Sales,Low,1184
App-orderstatus-v1,MULE:ANY,9/20/24,P2,1,Company D,962,Logistics,Low,1149
App-orderstatus-v1,MULE:EXPRESSION,9/20/24,P2,1,Company A,817,IT,High,1284
App-salesorder-v1,HTTP:BAD_REQUEST,9/20/24,P3,1,Company D,656,IT,Low,1300
App-s-salesorder-wms-v1,INPUT:BAD_REQUEST,9/20/24,P3,1,Company C,898,Logistics,Low,213
App-salesorder-v1,HTTP:BAD_REQUEST,9/20/24,P3,1,Company C,316,Logistics,High,836
App-s-salesorder-wms-v1,INPUT:BAD_REQUEST,9/20/24,P3,1,Company B,694,Finance,Medium,702
App-salesorder-v1,HTTP:BAD_REQUEST,9/20/24,P3,1,Company A,30,Logistics,High,80
App-s-salesorder-wms-v1,INPUT:BAD_REQUEST,9/20/24,P3,1,Company D,596,Sales,High,955
App-salesorder-v1,HTTP:BAD_REQUEST,9/20/24,P3,1,Company B,678,Support,Medium,1252
App-s-salesorder-wms-v1,INPUT:BAD_REQUEST,9/20/24,P3,1,Company D,796,Sales,Medium,902
App-orderstatus-v1,MULE:ANY,9/20/24,P2,1,Company D,793,Logistics,Medium,1119
App-orderstatus-v1,MULE:EXPRESSION,9/20/24,P2,1,Company B,96,IT,High,424
App-orderstatus-v1,MULE:ANY,9/20/24,P2,1,Company B,381,Sales,Medium,919
App-orderstatus-v1,MULE:EXPRESSION,9/20/24,P2,1,Company B,778,IT,Low,516
App-orderstatus-v1,MULE:ANY,9/20/24,P2,1,Company B,444,Sales,Medium,165
App-orderstatus-v1,MULE:EXPRESSION,9/20/24,P2,1,Company B,298,IT,Low,997
App-p-inventory-wms-v1,INPUT:BAD_REQUEST,9/20/24,P3,1,Company D,808,HR,Medium,993
App-p-inventory-wms-v1,INPUT:BAD_REQUEST,9/20/24,P3,1,Company B,737,Sales,Low,893
App-p-inventory-wms-v1,INPUT:BAD_REQUEST,9/20/24,P3,1,Company A,845,IT,Low,1016
App-p-inventory-wms-v1,INPUT:BAD_REQUEST,9/20/24,P3,1,Company C,361,Support,Low,1066
App-p-inventory-wms-v1,INPUT:BAD_REQUEST,9/20/24,P3,1,Company B,374,Finance,Low,741
App-grp-c-s-bulkatp-ogsi-v1,MULE:ANY,9/20/24,P2,1,Company B,554,Sales,Low,1427
App-grp-sub-cp-osc-v1,MULE:EXPRESSION,9/20/24,P2,1,Company D,303,Support,Medium,755
App-shipment-v1,HTTP:BAD_REQUEST,9/20/24,P3,1,Company B,421,Finance,High,416
App-s-ibshipment-wms-v1,INPUT:BAD_REQUEST,9/20/24,P3,1,Company B,246,Sales,High,1324
App-shipment-v1,HTTP:BAD_REQUEST,9/20/24,P3,1,Company B,720,Support,High,1079
App-s-ibshipment-wms-v1,INPUT:BAD_REQUEST,9/20/24,P3,1,Company D,237,Support,High,336
App-shipment-v1,HTTP:BAD_REQUEST,9/20/24,P3,1,Company B,534,HR,High,881
App-s-ibshipment-wms-v1,INPUT:BAD_REQUEST,9/20/24,P3,1,Company C,185,Support,Low,972
App-grp-c-cnbtvl-wsc-ogsi-v1,HTTP:TIMEOUT,9/20/24,P1,1,Company D,468,HR,Medium,685
App-grp-c-cnbtvl-wsc-ogsi-v1,HTTP:TIMEOUT,9/20/24,P1,1,Company C,754,Logistics,Low,1358
App-grp-sub-cp-osc-v1,MULE:EXPRESSION,9/20/24,P2,1,Company D,363,IT,Medium,741
App-security-api-v1,MULE:ANY,9/20/24,P2,1,Company B,283,Finance,Medium,1430
App-security-api-v1,MULE:ANY,9/20/24,P2,1,Company C,553,IT,Medium,30
App-security-api-v1,MULE:ANY,9/20/24,P2,1,Company D,336,IT,Medium,575
App-invoice-v1,APIKIT:BAD_REQUEST,9/20/24,P3,1,Company A,162,HR,High,221
App-security-api-v1,MULE:ANY,9/20/24,P2,1,Company B,160,IT,Medium,827
App-invoice-v1,APIKIT:BAD_REQUEST,9/20/24,P3,1,Company D,474,Support,Medium,594
App-salesorder-v1,HTTP:BAD_REQUEST,9/20/24,P3,1,Company A,601,HR,High,754
App-s-salesorder-wms-v1,INPUT:BAD_REQUEST,9/20/24,P3,1,Company D,322,IT,Low,1277
App-salesorder-v1,HTTP:BAD_REQUEST,9/20/24,P3,1,Company A,12,HR,Low,1345
App-s-salesorder-wms-v1,INPUT:BAD_REQUEST,9/20/24,P3,1,Company B,424,Logistics,Low,1063
App-salesorder-v1,HTTP:BAD_REQUEST,9/20/24,P3,1,Company C,73,HR,Low,1021
App-s-salesorder-wms-v1,INPUT:BAD_REQUEST,9/20/24,P3,1,Company A,588,Sales,Medium,1435
App-salesorder-v1,HTTP:BAD_REQUEST,9/20/24,P3,1,Company D,858,Support,High,1436
App-s-salesorder-wms-v1,INPUT:BAD_REQUEST,9/20/24,P3,1,Company B,201,Finance,High,492
App-salesorder-v1,HTTP:BAD_REQUEST,9/20/24,P3,1,Company A,522,Sales,Low,438
App-s-salesorder-wms-v1,INPUT:BAD_REQUEST,9/20/24,P3,1,Company D,864,Sales,High,479
App-salesorder-v1,HTTP:BAD_REQUEST,9/20/24,P3,1,Company D,505,Sales,Medium,783
App-s-salesorder-wms-v1,INPUT:BAD_REQUEST,9/20/24,P3,1,Company D,738,IT,Low,949
App-salesorder-v1,HTTP:BAD_REQUEST,9/20/24,P3,1,Company A,688,HR,Medium,1008
App-s-salesorder-wms-v1,INPUT:BAD_REQUEST,9/20/24,P3,1,Company A,788,HR,Medium,72
App-security-api-v1,MULE:ANY,9/20/24,P2,1,Company A,39,IT,Medium,582
App-security-api-v1,MULE:ANY,9/20/24,P2,1,Company C,60,Support,Medium,220
App-security-api-v1,MULE:ANY,9/20/24,P2,1,Company A,578,IT,Medium,1028
App-security-api-v1,MULE:ANY,9/20/24,P2,1,Company A,321,IT,Low,1003
App--it-price-sap-sfdc-v1,MULE:ANY,9/20/24,P2,1,Company A,435,IT,Medium,290
App-security-api-v1,MULE:ANY,9/20/24,P2,1,Company C,636,Support,Low,380
App-security-api-v1,MULE:ANY,9/20/24,P2,1,Company A,676,Support,High,804
App-security-api-v1,MULE:ANY,9/20/24,P2,1,Company D,408,Logistics,Medium,1379
App-p-inventory-wms-v1,INPUT:BAD_REQUEST,9/20/24,P3,1,Company A,923,Logistics,Medium,743
App-security-api-v1,MULE:ANY,9/20/24,P2,1,Company D,386,Logistics,High,80
App-security-api-v1,MULE:ANY,9/20/24,P2,1,Company D,671,Logistics,Low,66
App-security-api-v1,MULE:ANY,9/20/24,P2,1,Company D,569,HR,Medium,136
App-security-api-v1,MULE:ANY,9/20/24,P2,1,Company C,78,Sales,High,399
App-security-api-v1,MULE:ANY,9/20/24,P2,1,Company C,194,Sales,High,347
App-security-api-v1,MULE:ANY,9/20/24,P2,1,Company C,285,Logistics,Medium,59
App-security-api-v1,MULE:ANY,9/20/24,P2,1,Company A,527,Logistics,Low,778
App-security-api-v1,MULE:ANY,9/20/24,P2,1,Company D,524,Finance,Low,519
App-security-api-v1,MULE:ANY,9/20/24,P2,1,Company C,613,Sales,Medium,714
App-security-api-v1,MULE:ANY,9/20/24,P2,1,Company C,156,Finance,High,977
App-security-api-v1,MULE:ANY,9/20/24,P2,1,Company A,340,Finance,Medium,1261
App-p-inventory-wms-v1,INPUT:BAD_REQUEST,9/18/24,P3,1,Company C,125,IT,Low,79
App-security-api-v1,MULE:ANY,9/20/24,P2,1,Company A,871,HR,High,115
App-security-api-v1,MULE:ANY,9/20/24,P2,1,Company B,280,Support,Medium,986
App-doatpcheck-v1,HTTP:INTERNAL_SERVER_ERROR,9/18/24,P3,1,Company C,917,Sales,High,126
App-security-api-v1,MULE:ANY,9/20/24,P2,1,Company B,906,Logistics,Low,573
App-security-api-v1,MULE:ANY,9/20/24,P2,1,Company A,622,Logistics,Low,965
App-security-api-v1,MULE:ANY,9/20/24,P2,1,Company D,846,Support,Low,500
App-security-api-v1,MULE:ANY,9/20/24,P2,1,Company C,869,Sales,Medium,829
App-security-api-v1,MULE:ANY,9/20/24,P2,1,Company A,658,Logistics,High,1126
App-security-api-v1,MULE:ANY,9/20/24,P2,1,Company D,728,Logistics,Medium,626
App-security-api-v1,MULE:ANY,9/20/24,P2,1,Company D,910,IT,Medium,1198
App-p-inventory-wms-v1,INPUT:BAD_REQUEST,9/18/24,P3,1,Company B,674,Finance,Medium,452
App-security-api-v1,MULE:ANY,9/20/24,P2,1,Company A,128,Logistics,Medium,1116
App-grp-s-osondemand-ogsi-v1,HTTP:TIMEOUT,9/20/24,P1,1,Company D,314,HR,High,385
App-security-api-v1,MULE:ANY,9/20/24,P2,1,Company C,332,Sales,High,1229
App-security-api-v1,MULE:ANY,9/20/24,P2,1,Company C,150,HR,Medium,363
App-grp-sub-cp-osc-v1,MULE:EXPRESSION,9/20/24,P2,1,Company B,454,Support,Medium,498
App-security-api-v1,MULE:ANY,9/20/24,P2,1,Company D,36,IT,Low,537
App-p-inventory-wms-v1,INPUT:BAD_REQUEST,9/18/24,P3,1,Company A,685,Sales,Low,1258
App-security-api-v1,MULE:ANY,9/20/24,P2,1,Company C,420,IT,High,16
App-invoice-v1,APIKIT:BAD_REQUEST,9/18/24,P3,1,Company D,22,Finance,Low,981
App-grp-c-cnbtvl-wsc-ogsi-v1,HTTP:TIMEOUT,9/20/24,P1,1,Company D,206,Logistics,High,1165
orderstatus-indspc048-v1,CUS:ERROR,9/20/24,P2,1,Company B,639,Sales,High,620
App-p-inventory-wms-v1,INPUT:BAD_REQUEST,9/18/24,P3,1,Company C,848,Support,High,300
App-grp-s-osondemand-ogsi-v1,MULE:EXPRESSION,9/20/24,P2,1,Company C,957,Finance,Low,339
App-grp-s-osondemand-ogsi-v1,MULE:EXPRESSION,9/20/24,P2,1,Company A,356,Finance,Low,303
App-orderstatus-v1,MULE:ANY,9/20/24,P2,1,Company C,440,IT,High,592
App-orderstatus-v1,INPUT:BAD_REQUEST,9/18/24,P3,1,Company A,729,Finance,High,76
App-p-inventory-wms-v1,INPUT:BAD_REQUEST,9/18/24,P3,1,Company C,96,Sales,Medium,914
App-s-inventoryhist-ogsi-v1,HTTP:BAD_GATEWAY,9/18/24,P3,1,Company B,929,IT,High,780
App-grp-s-osondemand-ogsi-v1,MULE:EXPRESSION,9/20/24,P2,1,Company C,941,Finance,High,921
App-p-inventory-wms-v1,INPUT:BAD_REQUEST,9/18/24,P3,1,Company A,164,Support,Medium,1340
App-grp-s-osondemand-ogsi-v1,MULE:EXPRESSION,9/20/24,P2,1,Company A,148,HR,High,1099
App-orderstatus-v1,MULE:ANY,9/20/24,P2,1,Company B,530,Sales,High,366
App-orderstatus-v1,INPUT:BAD_REQUEST,9/18/24,P3,1,Company C,294,Support,High,653
App-orderstatus-v1,MULE:ANY,9/20/24,P2,1,Company C,195,Support,Medium,1006
App-orderstatus-v1,INPUT:BAD_REQUEST,9/18/24,P3,1,Company B,663,IT,Low,396
App-orderstatus-v1,MULE:ANY,9/20/24,P2,1,Company C,480,Logistics,High,1255
App-orderstatus-v1,INPUT:BAD_REQUEST,9/18/24,P3,1,Company C,877,IT,Medium,804
App-orderstatus-v1,MULE:ANY,9/20/24,P2,1,Company A,123,Sales,High,1052
App-orderstatus-v1,INPUT:BAD_REQUEST,9/18/24,P3,1,Company C,400,Sales,Medium,1319
App-orderstatus-v1,MULE:ANY,9/20/24,P2,1,Company C,699,IT,High,845
App-orderstatus-v1,INPUT:BAD_REQUEST,9/18/24,P3,1,Company B,965,Logistics,Medium,872
App-orderstatus-v1,MULE:ANY,9/20/24,P2,1,Company B,452,IT,Low,1115
App-orderstatus-v1,INPUT:BAD_REQUEST,9/18/24,P3,1,Company D,661,Sales,Low,115
App-p-traxwmsmanifest-v1,INPUT:BAD_REQUEST,9/19/24,P3,1,Company A,104,Logistics,Low,1183
App-p-inventory-wms-v1,INPUT:BAD_REQUEST,9/19/24,P3,1,Company C,755,Sales,High,1282
App-p-inventory-wms-v1,INPUT:BAD_REQUEST,9/19/24,P3,1,Company C,462,Logistics,Medium,373
App-p-inventory-wms-v1,INPUT:BAD_REQUEST,9/19/24,P3,1,Company D,743,Logistics,High,850
App-salesorder-v1,HTTP:BAD_REQUEST,9/19/24,P3,1,Company C,991,IT,High,90
App-s-salesorder-wms-v1,INPUT:BAD_REQUEST,9/19/24,P3,1,Company A,718,IT,Medium,757
App-salesorder-v1,,9/19/24,P3,1,Company D,710,IT,High,1322
App-s-salesorder-wms-v1,INPUT:BAD_REQUEST,9/19/24,P3,1,Company A,396,Logistics,Medium,31
App-p-inventory-wms-v1,INPUT:BAD_REQUEST,9/19/24,P3,1,Company D,912,Logistics,Medium,358
App-p-inventory-wms-v1,INPUT:BAD_REQUEST,9/19/24,P3,1,Company D,337,Sales,Low,470
App-doatpcheck-v1,HTTP:INTERNAL_SERVER_ERROR,9/19/24,P3,1,Company B,599,Support,Low,1152
App-p-inventory-wms-v1,INPUT:BAD_REQUEST,9/19/24,P3,1,Company A,142,IT,Low,270
App-p-inventory-wms-v1,INPUT:BAD_REQUEST,9/19/24,P3,1,Company C,317,HR,Medium,1437
App-p-inventory-wms-v1,INPUT:BAD_REQUEST,9/19/24,P3,1,Company C,711,Sales,Low,209
App-p-inventory-wms-v1,INPUT:BAD_REQUEST,9/19/24,P3,1,Company A,558,Sales,Medium,690
App-p-inventory-wms-v1,INPUT:BAD_REQUEST,9/19/24,P3,1,Company C,800,Finance,High,1330
App-p-inventory-wms-v1,INPUT:BAD_REQUEST,9/19/24,P3,1,Company C,527,IT,Low,1215
App-delqteline-v1,HTTP:BAD_REQUEST,9/19/24,P3,1,Company A,556,Sales,Medium,1381
App-grp-c-s-delqteline-prv-v1,HTTP:BAD_REQUEST,9/19/24,P3,1,Company D,401,Finance,Medium,457
App-delqteline-v1,HTTP:BAD_REQUEST,9/19/24,P3,1,Company A,681,HR,Medium,449
App-grp-c-s-delqteline-prv-v1,HTTP:BAD_REQUEST,9/19/24,P3,1,Company D,310,HR,Medium,68
App-delqteline-v1,HTTP:BAD_REQUEST,9/19/24,P3,1,Company C,495,IT,Low,874
App-grp-c-s-delqteline-prv-v1,HTTP:BAD_REQUEST,9/19/24,P3,1,Company C,556,Logistics,Low,467
App-p-inventory-wms-v1,INPUT:BAD_REQUEST,9/19/24,P3,1,Company C,610,Finance,Low,1384
App-p-inventory-wms-v1,INPUT:BAD_REQUEST,9/19/24,P3,1,Company B,773,Logistics,Medium,1411
App-p-inventory-wms-v1,INPUT:BAD_REQUEST,9/19/24,P3,1,Company D,109,HR,High,128
App-p-inventory-wms-v1,INPUT:BAD_REQUEST,9/19/24,P3,1,Company B,795,HR,Medium,733
App-p-inventory-wms-v1,INPUT:BAD_REQUEST,9/19/24,P3,1,Company B,372,Support,High,1268
App-p-inventory-wms-v1,INPUT:BAD_REQUEST,9/19/24,P3,1,Company A,855,Support,Low,1043
App-p-inventory-wms-v1,INPUT:BAD_REQUEST,9/19/24,P3,1,Company B,616,Support,Medium,1420
App-p-inventory-wms-v1,INPUT:BAD_REQUEST,9/19/24,P3,1,Company A,768,Support,Medium,1253
App-p-inventory-wms-v1,INPUT:BAD_REQUEST,9/19/24,P3,1,Company A,891,Sales,Low,368
App-p-inventory-wms-v1,INPUT:BAD_REQUEST,9/19/24,P3,1,Company B,206,Support,Medium,58
App-grp-c-s-workspace-prv-v1,MULE:ANY,9/19/24,P2,1,Company D,847,Sales,High,1305
App-grp-c-s-workspace-prv-v1,MULE:ANY,9/19/24,P2,1,Company D,43,Sales,High,557
App-grp-na-e-os-ogsi-ip-v1,HTTP:INTERNAL_SERVER_ERROR,9/19/24,P3,1,Company D,865,IT,High,1126
App-orderstatus-v1,MULE:ANY,9/19/24,P2,1,Company D,245,Sales,Medium,48
App-orderstatus-v1,INPUT:BAD_REQUEST,9/19/24,P3,1,Company D,287,Sales,Medium,562
App-grp-na-e-os-ogsi-ip-v1,HTTP:INTERNAL_SERVER_ERROR,9/19/24,P3,1,Company B,355,Support,High,593
App-orderstatus-v1,MULE:ANY,9/19/24,P2,1,Company B,785,Sales,Medium,812
App-orderstatus-v1,INPUT:BAD_REQUEST,9/19/24,P3,1,Company C,476,Logistics,High,59
App-orderstatus-v1,MULE:ANY,9/19/24,P2,1,Company D,83,Support,Low,161
App-orderstatus-v1,INPUT:BAD_REQUEST,9/19/24,P3,1,Company B,110,Finance,High,103
App-orderstatus-v1,MULE:ANY,9/19/24,P2,1,Company C,950,Support,Low,846
App-orderstatus-v1,INPUT:BAD_REQUEST,9/19/24,P3,1,Company D,190,Sales,Low,412
App-orderstatus-v1,MULE:ANY,9/19/24,P2,1,Company A,983,Logistics,Low,786
App-orderstatus-v1,INPUT:BAD_REQUEST,9/19/24,P3,1,Company C,800,Support,High,183
App-grp-na-e-os-ogsi-ip-v1,HTTP:INTERNAL_SERVER_ERROR,9/19/24,P3,1,Company B,936,Logistics,High,417
App-orderstatus-v1,MULE:ANY,9/19/24,P2,1,Company A,909,Finance,Medium,1140
App-orderstatus-v1,INPUT:BAD_REQUEST,9/19/24,P3,1,Company A,251,HR,Medium,399
App-grp-na-e-os-ogsi-ip-v1,HTTP:INTERNAL_SERVER_ERROR,9/19/24,P3,1,Company A,724,Finance,Low,957
App-orderstatus-v1,MULE:ANY,9/19/24,P2,1,Company C,291,HR,High,779
App-orderstatus-v1,INPUT:BAD_REQUEST,9/19/24,P3,1,Company B,645,IT,Medium,655
App-grp-na-e-os-ogsi-ip-v1,HTTP:INTERNAL_SERVER_ERROR,9/19/24,P3,1,Company A,201,HR,Medium,437
App-orderstatus-v1,MULE:ANY,9/19/24,P2,1,Company D,797,IT,Medium,318
App-orderstatus-v1,INPUT:BAD_REQUEST,9/19/24,P3,1,Company A,326,Support,High,606
App-grp-na-e-os-ogsi-ip-v1,HTTP:INTERNAL_SERVER_ERROR,9/19/24,P3,1,Company A,511,IT,Medium,1274
App-orderstatus-v1,MULE:ANY,9/19/24,P2,1,Company C,409,Logistics,Low,911
App-orderstatus-v1,INPUT:BAD_REQUEST,9/19/24,P3,1,Company C,607,IT,High,497
App-grp-s-osondemand-ogsi-v1,MULE:ANY,9/19/24,P2,1,Company B,790,Logistics,Medium,1367
App-grp-c-s-orderhistory-sarah-v1,DB:QUERY_EXECUTION,9/19/24,P1,1,Company D,962,HR,Medium,427
App-p-inventory-wms-v1,INPUT:BAD_REQUEST,9/19/24,P3,1,Company C,941,HR,High,818
App-orderstatus-v1,INPUT:BAD_REQUEST,9/19/24,P3,1,Company A,837,HR,Medium,1023
App-orderstatus-v1,MULE:ANY,9/19/24,P2,1,Company B,508,IT,Medium,240
App-grp-na-e-os-ogsi-ip-v1,HTTP:INTERNAL_SERVER_ERROR,9/19/24,P3,1,Company A,731,HR,Low,1083
App-orderstatus-v1,MULE:ANY,9/19/24,P2,1,Company A,601,IT,High,797
App-grp-na-e-os-ogsi-ip-v1,HTTP:INTERNAL_SERVER_ERROR,9/19/24,P3,1,Company C,72,IT,Medium,203
App-orderstatus-v1,INPUT:BAD_REQUEST,9/19/24,P3,1,Company B,247,Sales,High,1320
App-p-inventory-wms-v1,INPUT:BAD_REQUEST,9/19/24,P3,1,Company D,641,Sales,High,287
App-delqteline-v1,HTTP:BAD_REQUEST,9/19/24,P3,1,Company D,724,IT,Low,73
App-grp-c-s-delqteline-prv-v1,HTTP:BAD_REQUEST,9/19/24,P3,1,Company C,940,Logistics,Low,726
App-grp-na-e-os-ogsi-ip-v1,HTTP:INTERNAL_SERVER_ERROR,9/19/24,P3,1,Company C,855,Support,High,337
App-orderstatus-v1,INPUT:BAD_REQUEST,9/19/24,P3,1,Company B,608,Finance,Low,1342
